Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,"LIFETIME HLP3C - 1,3",255 S Dixie Hwy,,Coral Gables,FL,33133,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,25.72907,-80.258657,2026-03-22,192855,2026-03-22 02:18:31 UTC,,,,2021-07-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,"LIFETIME HLP4B-2,4",255 S Dixie Hwy,,Coral Gables,FL,33133,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,25.72906,-80.258688,2026-03-22,192856,2026-03-22 02:18:31 UTC,,,,2021-07-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,"LIFETIME HLP4C2,4",255 S Dixie Hwy,,Coral Gables,FL,33133,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,25.729067,-80.258706,2026-03-22,192857,2026-03-22 02:18:31 UTC,,,,2021-07-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,"LIFETIME HLP4C-1,3",255 S Dixie Hwy,,Coral Gables,FL,33133,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,25.729076,-80.258672,2026-03-22,192858,2026-03-22 02:18:32 UTC,,,,2021-07-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,TAUBMAN UTC WEST LOT 01,140 University Town Center Drive,West Parking Lot. Located directly in front of main entrance.,Sarasota,FL,34243,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,27.384588,-82.454145,2026-03-22,192892,2026-03-22 01:12:08 UTC,,,,2021-07-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CASCADES GARAGE PFC06-B,850 S Gadsden St Cascades Parking Garage Spac,Daily Garage Parking Rates apply while charging,Tallahassee,FL,32301,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,30.434965,-84.278595,2026-03-22,192902,2026-03-22 02:27:22 UTC,,,,2021-07-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CASCADES GARAGE PFC06-C,850 S Gadsden St Cascades Parking Garage Spac,Daily Garage Parking Rates apply while charging,Tallahassee,FL,32301,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,30.434961,-84.278635,2026-03-22,192903,2026-03-22 02:27:24 UTC,,,,2021-07-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CASCADES GARAGE PFC06-D,850 S Gadsden St Cascades Parking Garage Spac,Daily Garage Parking Rates apply while charging,Tallahassee,FL,32301,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,30.434963,-84.278679,2026-03-22,192904,2026-03-22 02:27:24 UTC,,,,2021-07-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,MARCIANO STATION 1,1788 N Jog Rd,,West Palm Beach,FL,33411,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,26.705021,-80.150687,2026-03-22,192906,2026-03-22 02:28:55 UTC,,,,2021-07-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,OBE EDEN HOUSE,6650 Indian Creek Dr,"By using this EV charger, you agree OBE Power owns and operates it, keeping all environmental attributes, including carbon credits.",Miami Beach,FL,33141,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,25.850719,-80.122298,2026-03-22,192936,2026-03-22 02:29:04 UTC,,,,2021-07-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,"Cobblestone Village (Royal Palm Beach, FL)",10287 Okeechobee Blvd,,Royal Palm Beach,FL,33411,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com,GPS,26.71035,-80.20582,2026-03-22,193153,2026-03-22 04:47:20 UTC,,,,2021-07-24,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,FPL EVOLUTION PORT PALM BCH 2,62 E 11th St,,Riviera Beach,FL,33404,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,26.771538,-80.05363,2026-03-22,193230,2026-03-22 02:01:09 UTC,,,,2021-07-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,FPL EVOLUTION PORT PALM BCH 1,62 E 11th St,,Riviera Beach,FL,33404,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,26.771538,-80.053623,2026-03-22,193231,2026-03-22 02:01:09 UTC,,,,2021-07-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Town Village Walk - Site 5,7922 Dani Drive,,Fort Myers,FL,33966,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,26.603059,-81.808161,2026-03-22,193370,2026-03-22 00:19:00 UTC,,,,2021-07-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,Town Village Walk - Site 4,7922 Dani Drive,,Fort Myers,FL,33966,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,26.602227,-81.806017,2026-03-22,193371,2026-03-22 00:19:00 UTC,,,,2021-05-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,HOME2-TRU PBCH POMPANO BEACH,200 N Ocean Blvd,,Pompano Beach,FL,33062,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,26.235107,-80.08992,2026-03-22,193465,2026-03-22 02:27:07 UTC,,,,2021-08-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,PIER DISTRICT STATION 1,330 3rd St S,,St. Petersburg,FL,33701,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,27.767392,-82.63681,2026-03-22,193727,2026-03-22 01:29:34 UTC,,,,2021-08-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,FPL EVOLUTION COCONUT CREEK 1,700 Lyons Road,,Coconut Creek,FL,33063,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,26.238314,-80.186939,2026-03-22,193744,2026-03-22 02:28:33 UTC,,,,2021-08-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,SEACOAST BANK ORMOND BEACH 1,175 W Granada Blvd,Parking Lot,Ormond Beach,FL,32174,,888-758-4389,E,,Public,Mon: 9:00am-7:00pm; Tue: 9:00am-7:00pm; Wed: 9:00am-7:00pm; Thu: 9:00am-7:00pm; Fri: 9:00am-7:00pm; Sat: 9:00am-7:00pm; Sun: 9:00am-7:00pm,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,29.284109,-81.060686,2026-03-22,193745,2026-03-22 02:29:04 UTC,,,,2021-08-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,FPL EVOLUTION COCONUT CREEK 2,700 Lyons Road,Front entry,Coconut Creek,FL,33063,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,26.238321,-80.18695,2026-03-22,193747,2026-03-22 02:29:59 UTC,,,,2021-08-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CFX EV CHARGE ORL TOWER 4010,4974 Orl Tower Rd,West 3rd station,Orlando,FL,32807,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,28.540456,-81.322651,2026-03-22,193772,2026-03-22 02:30:48 UTC,,,,2021-08-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CFX EV CHARGE ORL TOWER 4025,4974 Orl Tower Rd,West first station,Orlando,FL,32807,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,28.540563,-81.322658,2026-03-22,193773,2026-03-22 02:30:49 UTC,,,,2021-08-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CFX EV CHARGE ORL TOWER 4020,4974 Orl Tower Rd,Middle station,Orlando,FL,32807,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,28.540521,-81.322651,2026-03-22,193774,2026-03-22 02:30:49 UTC,,,,2021-08-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Dunes of Seagrove,396 Lakewood Drive,,Santa Rosa Beach,FL,32459,,888-998-2546,T,2026-03-15,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,30.305428,-86.08869,2026-03-22,193865,2026-03-22 00:57:50 UTC,,,,2021-08-13,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,Key Colony 4 Condominiums,101 Crandon Boulevard,,Key Biscayne,FL,33149,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,https://blinkcharging.com,GPS,25.698295,-80.16113,2026-03-22,193870,2026-03-22 00:55:44 UTC,,,,2021-08-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,CAMPINGWORLD FT. PIERCE DC1,2123 S Jenkins Rd,,Fort Pierce,FL,34947,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,27.42661,-80.38674,2026-03-22,193903,2026-03-22 02:28:50 UTC,,,,2021-08-14,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,1 Financial Plaza Parking Garage,100 SE 3rd Avenue,,Fort Lauderdale,FL,33304,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,26.121164,-80.140423,2026-03-22,193978,2026-03-22 00:06:09 UTC,,,,2021-08-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,The Shoppes at West Avenue - Tesla Supercharger,959 West Avenue,,Miami Beach,FL,33139,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,A D Debit M V,,,,,,18,,Tesla,https://www.tesla.com/supercharger,GPS,25.780248,-80.141654,2024-07-01,194060,2025-02-12 00:16:32 UTC,P,,,2021-07-02,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,,,,,,,,,LD,false,
ELEC,Waco Travel Center - Tesla Supercharger,2717 South Byron Butler Parkway,,Perry,FL,32348,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,A D Debit M V,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,30.086268,-83.571329,2024-07-01,194066,2025-02-12 00:16:32 UTC,P,,,2021-07-07,,,,,TESLA,US,,,,Public,,public,,,GAS_STATION,,,,,,,,,,,,,,,,,,,,,,,,,LD,false,
ELEC,Wawa - Tesla Supercharger,5735 Philips Highway,,Jacksonville,FL,32216,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,A D Debit M V,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,30.265705,-81.6166,2024-07-01,194076,2025-02-12 00:16:32 UTC,P,,,2021-07-23,,,,,TESLA,US,,,,Public,,public,,,GAS_STATION,,,,,,,,,,,,,,,,,,,,,,,,,LD,false,
ELEC,1551 Sawgrass Corporate Parkway,1551 Sawgrass Corporate Parkway,,Sunrise,FL,33323,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,26.1414336,-80.342055,2026-03-22,194092,2026-03-22 01:02:14 UTC,,,,2021-06-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.00-$10.00/Hr Variable Parking Fee,,,,,,,,,,false,,,,,,,,,false,
ELEC,OBE TEN ARAGON,10 Aragon Ave,"By using this EV charger, you agree OBE Power owns and operates it, keeping all environmental attributes, including carbon credits.",Coral Gables,FL,33134,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,25.74988,-80.25585,2026-03-22,194096,2026-03-22 02:29:25 UTC,,,,2021-08-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Key Colony 2 Condominiums,251 Crandon Boulevard,,Key Biscayne,FL,33149,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,25.697788,-80.157979,2026-03-22,194130,2026-03-22 00:59:23 UTC,,,,2021-08-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,MT NORTH GARAGE MIDTOWN TAMPA 1,Midtown Tampa - Waterview Garage Lower Level,,Tampa,FL,33607,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,27.953563,-82.502818,2026-03-22,194179,2026-03-22 02:04:28 UTC,,,,2021-08-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,MT NORTH GARAGE MIDTOWN TAMPA 3,Midtown Tampa - Waterview Garage Lower Level,,Tampa,FL,33607,,888-758-4389,T,2025-11-20,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,27.953737,-82.503834,2026-03-22,194180,2026-03-22 02:04:29 UTC,,,,2021-08-24,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,MT NORTH GARAGE MIDTOWN TAMPA 2,Midtown Tampa - Waterview Garage Lower Level,,Tampa,FL,33607,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,27.952808,-82.50192,2026-03-22,194181,2026-03-22 02:04:29 UTC,,,,2021-08-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,MT NORTH GARAGE MIDTOWN TAMPA 4,Midtown Tampa - Waterview Garage Lower Level,,Tampa,FL,33607,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,27.953339,-82.502391,2026-03-22,194209,2026-03-22 02:04:27 UTC,,,,2021-08-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,MT NORTH GARAGE MIDTOWN TAMPA 5,Midtown Tampa - Waterview Garage Lower Level,,Tampa,FL,33607,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,27.952996,-82.503141,2026-03-22,194210,2026-03-22 02:04:28 UTC,,,,2021-08-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,OBE PBC GOV CTR L2,301 N Olive Avenue,"By using this EV charger, you agree OBE Power owns and operates it, keeping all environmental attributes, including carbon credits.",West Palm Beach,FL,33401,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,26.715084,-80.05317,2026-03-22,194278,2026-03-22 02:31:25 UTC,,,,2021-08-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,OBE PBC GOV CTR L4R,301 N Olive Ave,"By using this EV charger, you agree OBE Power owns and operates it, keeping all environmental attributes, including carbon credits.",West Palm Beach,FL,33401,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,26.715158,-80.052315,2026-03-22,194279,2026-03-22 02:31:25 UTC,,,,2021-08-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,OBE PBC GOV CTR L4L,308 FL-5,"By using this EV charger, you agree OBE Power owns and operates it, keeping all environmental attributes, including carbon credits.",West Palm Beach,FL,33401,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,26.715166,-80.052957,2026-03-22,194280,2026-03-22 02:31:26 UTC,,,,2021-08-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Fort Walton Beach Medical Center - Employee Parking,1000 Mar Walt Drive,,Fort Walton Beach,FL,32547,,888-998-2546,E,,Public,24 hours daily,,,,,,4,,,Blink Network,https://blinkcharging.com,GPS,30.453716,-86.632792,2026-03-22,194610,2026-03-22 00:22:45 UTC,,,,2021-08-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,CITY OF NPR PARKSTRUCTURE3,5326 Acorn St,Parking Garage Level 3,Port Richey,FL,34652,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,28.249635,-82.726099,2026-03-22,194689,2026-03-22 02:31:11 UTC,,,,2021-08-31,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CITY OF NPR PARKSTRUCTURE2,5326 Acorn St,Parking Garage Level 2,Port Richey,FL,34652,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,28.249635,-82.726121,2026-03-22,194690,2026-03-22 02:31:11 UTC,,,,2021-08-31,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Creekside At Grand Haven,4 Concorde Ln,,Palm Coast,FL,32137,,888-998-2546,E,,Public,24 hours daily,,,,,,4,,,Blink Network,https://blinkcharging.com,GPS,29.554248353154,-81.182741900525,2026-03-22,194744,2026-03-22 00:10:51 UTC,,,,2021-09-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.00-$3.00/Hr Variable Parking Fee,,,,,,,,,,false,,,,,,,,,false,
ELEC,Research Pavilion,12424 Research Parkway #160,,Orlando,FL,32826,,888-998-2546,T,2026-01-30,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,28.5864019,-81.195939,2026-03-22,194747,2026-03-22 00:36:12 UTC,,,,2017-04-26,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,$1.00-$20.00/Hr Variable Parking Fee,,,,,,,,,,false,,,,,,,,,false,
ELEC,530712  Fountain Square,2700 North Military Trail,,Boca Raton,FL,33431,,888-998-2546,E,,Public,24 hours daily,,,,,,4,,,Blink Network,https://blinkcharging.com,GPS,26.3754388,-80.1202638,2026-03-22,194748,2026-03-22 00:14:25 UTC,,,,2018-07-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$0.00-$4.00/Hr Variable Parking Fee, $0.00-$0.30/kWh Variable Energy Fee",,,,,,,,,,false,,,,,,,,,false,
ELEC,Camden Boca Raton,131 South Federal Highway,,Boca Raton,FL,33432,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,26.3484892,-80.0864256,2026-03-22,194750,2026-03-22 00:30:43 UTC,,,,2014-05-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,false,,,,,,,,,false,
ELEC,Lauderdale One Condominium Association,2401 NE 65 Street,,Fort Lauderdale,FL,33308,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,26.208949,-80.1096624,2026-03-22,194752,2026-03-22 00:08:59 UTC,,,,2021-09-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.25-$5.00/Hr Variable Parking Fee,,,,,,,,,,false,,,,,,,,,false,
ELEC,5201 Waterford,5201 Blue Lagoon Drive,,Miami,FL,33126,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,25.7833715,-80.2813919,2026-03-22,194754,2026-03-22 00:58:38 UTC,,,,2019-08-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.00-$10.00/Hr Variable Parking Fee,,,,,,,,,,false,,,,,,,,,false,
ELEC,Reflections Apartments,1000 Northwest 7th Street,,Miami,FL,33136,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,25.7799534,-80.2129289,2026-03-22,194756,2026-03-22 01:00:40 UTC,,,,2021-05-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$2.00/Hr Parking Fee,,,,,,,,,,false,,,,,,,,,false,
ELEC,355 Alhambra,355 Alhambra Circle,,Coral Gables,FL,33134,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,25.7523052,-80.2617674,2026-03-22,194758,2026-03-22 00:07:10 UTC,,,,2018-07-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.00/Hr Parking Fee,,,,,,,,,,false,,,,,,,,,false,
ELEC,"Target T2265 (Coral Springs, FL)",9600 Westview Dr,,Coral Springs,FL,33168,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com,GPS,26.29727,-80.25345,2026-03-22,194918,2026-03-22 04:48:41 UTC,,,,2021-09-02,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CITY OF NPR PARKSTRUCTURE1,5326 Acorn St,,Port Richey,FL,34652,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,28.249635,-82.726067,2026-03-22,194969,2026-03-22 02:31:06 UTC,,,,2021-09-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CITY OF NPR PARKSTRUCTURE4,5326 Acorn St,,Port Richey,FL,34652,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,28.249616,-82.726099,2026-03-22,194981,2026-03-22 02:31:53 UTC,,,,2021-09-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,University Tower,12201 Research Parkway,,Orlando,FL,32826,,888-998-2546,T,2026-01-29,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,28.5878819,-81.1993483,2026-03-22,195051,2026-03-22 00:36:13 UTC,,,,2017-04-26,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,$1.00-$20.00/Hr Variable Parking Fee,,,,,,,,,,false,,,,,,,,,false,
ELEC,5301 Waterford,5301 Blue Lagoon Drive,,Miami,FL,33126,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,25.7823143,-80.2820015,2026-03-22,195053,2026-03-22 00:58:39 UTC,,,,2019-08-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.00-$10.00/Hr Variable Parking Fee,,,,,,,,,,false,,,,,,,,,false,
ELEC,"Osceola County Association of Realtors, Inc. station location",Cross Prairie Parkway,,Kissimmee,FL,34744,,888-998-2546,T,2025-10-13,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,28.2562585,-81.3412127,2026-03-22,195074,2026-03-22 01:00:10 UTC,,,,2020-05-27,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,$2.00/Hr Parking Fee,,,,,,,,,,false,,,,,,,,,false,
ELEC,Zimmerman Building,6600 North Andrews Avenue,,Fort Lauderdale,FL,33309,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,https://blinkcharging.com,GPS,26.20701,-80.143593,2026-03-22,195076,2026-03-22 00:09:06 UTC,,,,2021-09-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,false,,,,,,,,,false,
ELEC,Legacy Lake Vista,8440 Sherman Circle North,,Miramar,FL,33025,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,25.991964,-80.2566356,2026-03-22,195077,2026-03-22 01:00:22 UTC,,,,2020-10-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.50/Hr Parking Fee,,,,,,,,,,false,,,,,,,,,false,
